tweetid,userid,user_display_name,tweet_time,Traffic,Traffic_keywords,Travel,Travel_keywords,Terrorism,Terrorism_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Crime,Crime_keywords,Events,Events_keywords,Education,Education_keywords,Health,Health_keywords,Sports,Sports_keywords,Lifestyle,Lifestyle_keywords,Politics,Politics_keywords,Economy,Economy_keywords,Entertainment,Entertainment_keywords,Religion,Religion_keywords,Stock Exchange,Stock Exchange_keywords,Courthouse types stories,Courthouse types stories_keywords,City Hall types stories,City Hall types stories_keywords,Business,Business_keywords,Leisure,Leisure_keywords,Obituaries,Obituaries_keywords,2nd Amendment,2nd Amendment_keywords,Russian Sphere,Russian Sphere_keywords,Immigration,Immigration_keywords,Race,Race_keywords,State House types stories,State House types stories_keywords,Abortion,Abortion_keywords,Science,Science_keywords,Technology,Technology_keywords
810679574799544320,2547141851,Chicago Daily News,2016-12-19 02:54:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811056000000000000,2630842499,San Diego Daily,2016-12-20 03:48:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('accuse',)",,,,,1.0,"('nurse',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811947962330914816,2628066159,Houston Top News,2016-12-22 14:54:00,1.0,"('driveway',)",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812399234850942976,2753146444,Cleveland Online,2016-12-23 20:47:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812691139010658304,2944766250,Atlanta Online,2016-12-24 16:07:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812072265697333248,2547141851,Chicago Daily News,2016-12-22 23:08:00,1.0,"('car',)",,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810762036628062208,3899481526,Syria Today,2016-12-19 08:21:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811497557796982784,2753338899,San Antonio Top News,2016-12-21 09:04:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('death',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810966458335371264,2752677905,New York City Today,2016-12-19 21:54:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('accuse',)",,,,,,,,,,,,,,,,,,,,,1.0,"('plea',)",,,,,,,,,,,,,,,,,,,,,,,,
812361737890578432,2601235821,Pittsburgh Today,2016-12-23 18:18:00,1.0,"('traffic',)",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811997796165361664,2620614029,Philadelphia Online,2016-12-22 18:12:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,2.0,"('credit', 'union')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812337061655171072,3071479646,Baltimore Online,2016-12-23 16:40:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812113380119023616,2570017414,Memphis Online,2016-12-23 01:51:00,1.0,"('hold',)",,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shop',)",,,,,,,,,,,,,,,,,,,,
812407961649815552,2752677905,New York City Today,2016-12-23 21:22:00,0.0,(),,,,,,,,,1.0,"('rape',)",,,,,1.0,"('doctor',)",1.0,"('court',)",,,,,,,,,,,,,1.0,"('jury',)",,,,,,,,,,,,,,,,,,,,,,,,
812848209185873920,2675966513,Dallas Top News,2016-12-25 02:31:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,1.0,"('heart',)",,,,,,,,,,,,,,,,,,,1.0,"('cook',)",,,,,,,,,,,,,,,,,,,,
811905662473084928,2752677905,New York City Today,2016-12-22 12:06:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('law',)",,,,,,,,,,,,,,,,,,,,,1.0,"('law',)",,,,,,,,,,,,,,,,,,,,,,,,
811210621165436928,2753338899,San Antonio Top News,2016-12-20 14:04:00,1.0,"('truck',)",,,,,,,,,,,1.0,"('christmas',)",,,,,1.0,"('run',)",,,,,1.0,"('market',)",,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
810883224339644416,2624554209,Los Angeles Daily,2016-12-19 16:23:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,1.0,"('mayor',)",,,,,,,,,,,,,,,,,,,,,,
812366261577535488,2624554209,Los Angeles Daily,2016-12-23 18:36:00,0.0,(),1.0,"('flight',)",,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811952000000000000,2752677905,New York City Today,2016-12-22 15:11:00,0.0,(),,,,,0.0,(),,,1.0,"('cop',)",,,,,,,,,,,,,,,,,,,,,,,1.0,"('report',)",,,,,,,,,,,,,1.0,"('black',)",,,,,,,,
812817917100302336,2675966513,Dallas Top News,2016-12-25 00:31:00,0.0,(),,,,,,,,,1.0,"('arrest',)",,,,,,,,,,,,,,,,,1.0,"('pastor',)",,,,,,,,,,,,,,,,,,,1.0,"('racist',)",1.0,"('act',)",,,,,,
812155580383195136,2495567768,San Francisco Daily,2016-12-23 04:39:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813057298394398720,2752677905,New York City Today,2016-12-25 16:22:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('nightclub',)",,,,,,,,,,,,,,,,,,
810848488393211904,2752677905,New York City Today,2016-12-19 14:05:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('run',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811704887448838144,2495567768,San Francisco Daily,2016-12-21 22:48:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,1.0,"('close',)",,,1.0,"('protest',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812509661631025152,2624554209,Los Angeles Daily,2016-12-24 04:06:00,0.0,(),1.0,"('star',)",,,,,,,,,1.0,"('event',)",,,,,1.0,"('star',)",,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811446000000000000,2752677905,New York City Today,2016-12-21 05:41:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('cop',)",,,1.0,"('campus',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812122611572469760,2752677905,New York City Today,2016-12-23 02:28:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('racketeering',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810970316818227200,2753338899,San Antonio Top News,2016-12-19 22:09:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('accuse',)",,,,,,,1.0,"('court',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810993730719281152,2753211010,Phoenix Daily News,2016-12-19 23:42:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('hospital',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810990373728358400,2752677905,New York City Today,2016-12-19 23:29:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",1.0,"('live',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810930709351305216,2587843805,KansasCityDailyNews,2016-12-19 19:32:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811306025831776256,2624554209,Los Angeles Daily,2016-12-20 20:23:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811414000000000000,2547141851,Chicago Daily News,2016-12-21 03:33:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,1.0,"('run',)",,,,,,,,,,,,,,,,,,,,,1.0,"('bear',)",,,,,,,,,,,,,,,,
810974093692596224,2944944427,Miami Today,2016-12-19 22:24:00,,,,,,,,,,,,,1.0,"('event',)",1.0,"('major',)",,,,,,,2.0,"('political', 'trump')",2.0,"('business', 'corruption')",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810662280224456704,2743327187,Washington Online,2016-12-19 01:45:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812053424757993472,3071479646,Baltimore Online,2016-12-22 21:53:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('game',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812592728869629952,2624554209,Los Angeles Daily,2016-12-24 09:36:00,0.0,(),,,,,1.0,"('air',)",0.0,(),0.0,(),,,,,1.0,"('sex',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811453005270843392,2753211010,Phoenix Daily News,2016-12-21 06:07:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),1.0,"('open',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812670248033906688,2624554209,Los Angeles Daily,2016-12-24 14:44:00,0.0,(),,,,,0.0,(),,,1.0,"('arrest',)",,,,,,,,,,,,,,,,,1.0,"('holiday',)",,,,,,,1.0,"('drive',)",,,,,,,,,,,,,,,,,,,,
811613010510966784,2624554209,Los Angeles Daily,2016-12-21 16:43:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('murder',)",,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('capital',)",,,,,,,,,,,,,,,,,,,,
811603701299314688,2752677905,New York City Today,2016-12-21 16:06:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,1.0,"('abortion',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('abortion',)",,,,
812042858828038144,2752677905,New York City Today,2016-12-22 21:11:00,0.0,(),,,,,0.0,(),0.0,(),,,2.0,"('christmas', 'open')",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811311000000000000,2620614029,Philadelphia Online,2016-12-20 20:45:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811765542025568256,2753146444,Cleveland Online,2016-12-22 02:49:00,0.0,(),,,,,0.0,(),,,1.0,"('arson',)",,,,,,,,,,,2.0,"('trump', 'vote')",,,,,1.0,"('church',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812087120819060736,2494112058,San Jose Daily,2016-12-23 00:07:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812135948859437056,2753146444,Cleveland Online,2016-12-23 03:21:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811416433234182144,2743327187,Washington Online,2016-12-21 03:42:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,2.0,"('veto', 'vote')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810892197809782784,2484642526,Warfare Worldwide,2016-12-19 16:59:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811302501395951616,2753338899,San Antonio Top News,2016-12-20 20:09:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811965157446418432,2547141851,Chicago Daily News,2016-12-22 16:02:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811940403356307456,3074563039,St. Louis Online,2016-12-22 14:24:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('lab',)",,
812877596933373952,2611151319,Seattle Post,2016-12-25 04:28:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('major',)",1.0,"('medical',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811799527049064448,2752677905,New York City Today,2016-12-22 05:04:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('nurse',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811645000000000000,2577082467,Cincinnati Today,2016-12-21 18:51:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('data',)",,
810763971670212608,2570017414,Memphis Online,2016-12-19 08:29:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('actress',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810911162053394432,3071479646,Baltimore Online,2016-12-19 18:14:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812497832414416896,2547141851,Chicago Daily News,2016-12-24 03:19:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812599015233687552,2601235821,Pittsburgh Today,2016-12-24 10:01:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811714707111497728,2601235821,Pittsburgh Today,2016-12-21 23:27:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('physical',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811653284117225472,3071479646,Baltimore Online,2016-12-21 19:23:00,0.0,(),,,,,1.0,"('winter',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811121774721171456,2611151319,Seattle Post,2016-12-20 08:11:00,0.0,(),1.0,"('flight',)",,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813058052270264320,2547141851,Chicago Daily News,2016-12-25 16:25:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('bear',)",,,,,,,,,,,,,,,,
812343607529181184,2624554209,Los Angeles Daily,2016-12-23 17:06:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812868000000000000,2547141851,Chicago Daily News,2016-12-25 03:49:00,0.0,(),,,,,0.0,(),0.0,(),2.0,"('violation', 'want')",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811844000000000000,2620614029,Philadelphia Online,2016-12-22 07:59:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('rate',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811393123993735168,2753338899,San Antonio Top News,2016-12-21 02:09:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('arrest',)",,,,,1.0,"('drug',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812321715091083264,2587843805,KansasCityDailyNews,2016-12-23 15:39:00,0.0,(),,,,,0.0,(),0.0,(),2.0,"('arrest', 'police')",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812343608183558144,2620614029,Philadelphia Online,2016-12-23 17:06:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812087119120367616,2944766250,Atlanta Online,2016-12-23 00:07:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('sale',)",,,,,,,,,,,,,,,,,,,,
813150093335478272,2675966513,Dallas Top News,2016-12-25 22:31:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,2.0,"('christmas', 'methodist')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811955256359813120,2611151319,Seattle Post,2016-12-22 15:23:00,0.0,(),,,,,0.0,(),,,,,,,,,,,1.0,"('american',)",1.0,"('design',)",,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('immigrant',)",,,,,,,,,,
811693806647123968,2753338899,San Antonio Top News,2016-12-21 22:04:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('university',)",,,1.0,"('football',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811198798458458112,2601235821,Pittsburgh Today,2016-12-20 13:17:00,2.0,"('parking', 'traffic')",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811374916385775616,2530830345,New Orleans Online,2016-12-21 00:57:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('playoff',)",,,,,1.0,"('playoff',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811983206459310080,2495567768,San Francisco Daily,2016-12-22 17:14:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,1.0,"('heart',)",,,,,,,,,,,1.0,"('sacred',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811666127864598528,2530830345,New Orleans Online,2016-12-21 20:14:00,0.0,(),1.0,"('star',)",,,0.0,(),,,,,,,,,,,1.0,"('star',)",,,,,,,,,,,,,,,,,1.0,"('cook',)",,,,,,,,,,,,,,,,,,,,
812450004011024384,2944944427,Miami Today,2016-12-24 00:09:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('commission',)",1.0,"('bar',)",,,,,,,,,,,,,,,,,,,,
812011892784959488,2675966513,Dallas Top News,2016-12-22 19:08:00,0.0,(),,,,,0.0,(),,,,,,,,,,,,,,,1.0,"('veto',)",,,,,,,,,1.0,"('settlement',)",1.0,"('resolution',)",,,,,,,,,,,,,,,,,,,,,,
812160868553228288,2630842499,San Diego Daily,2016-12-23 05:00:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812063950930120704,2944944427,Miami Today,2016-12-22 22:35:00,1.0,"('hold',)",,,,,0.0,(),,,1.0,"('police',)",,,,,,,,,,,1.0,"('vote',)",,,,,,,,,,,,,1.0,"('manager',)",,,,,,,,,,,,,,,,,,,,
812179497973850112,2630842499,San Diego Daily,2016-12-23 06:14:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",,,,,,,1.0,"('run',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811603276605095936,2753338899,San Antonio Top News,2016-12-21 16:04:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,1.0,"('death',)",,,,,,,,,,,,,,,1.0,"('jury',)",,,,,,,,,,,,,,,,,,,,,,,,
811830235998158848,2752677905,New York City Today,2016-12-22 07:06:00,1.0,"('bus',)",,,,,0.0,(),0.0,(),1.0,"('police',)",,,1.0,"('school',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811901381368025088,2753146444,Cleveland Online,2016-12-22 11:49:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811353855044833280,2753146444,Cleveland Online,2016-12-20 23:33:00,0.0,(),,,,,,,,,,,,,,,1.0,"('clinic',)",,,,,1.0,"('trump',)",1.0,"('job',)",,,,,,,,,,,1.0,"('ceo',)",,,,,,,,,,,,,,,,,,,,
812173982271176704,2752677905,New York City Today,2016-12-23 05:52:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,1.0,"('drug',)",,,,,,,,,,,,,,,,,,,1.0,"('manager',)",,,,,,,,,,,,,,,,,,,,
811675445154430976,2587843805,KansasCityDailyNews,2016-12-21 20:51:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('price',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811762000000000000,2752677905,New York City Today,2016-12-22 02:34:00,0.0,(),,,,,,,,,3.0,"('cop', 'detective', 'party')",1.0,"('party',)",,,,,,,1.0,"('party',)",,,,,,,,,,,1.0,"('evidence',)",,,,,,,,,,,,,,,,,,,,,,,,
812441773565939712,2624554209,Los Angeles Daily,2016-12-23 23:36:00,0.0,(),1.0,"('flight',)",,,0.0,(),,,,,,,,,1.0,"('heart',)",,,,,,,,,,,,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,
812846112000319488,3071479646,Baltimore Online,2016-12-25 02:23:00,0.0,(),,,,,0.0,(),,,1.0,"('police',)",,,,,,,,,1.0,"('shore',)",,,,,,,,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,
810758345820934144,2601235821,Pittsburgh Today,2016-12-19 08:07:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810998010591199232,2620614029,Philadelphia Online,2016-12-19 23:59:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812771937571180544,2537507303,El Paso Top News,2016-12-24 21:28:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811391614681751552,2537507303,El Paso Top News,2016-12-21 02:03:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),1.0,"('ticket',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810960434786406400,2675966513,Dallas Top News,2016-12-19 21:30:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('want',)",,,,,1.0,"('sex',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811715957026652160,2547141851,Chicago Daily News,2016-12-21 23:32:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811215907372593152,2591847731,Boston Today,2016-12-20 14:25:00,0.0,(),,,,,0.0,(),0.0,(),,,,,2.0,"('college', 'student')",,,,,,,1.0,"('protest',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810908392311181312,2753146444,Cleveland Online,2016-12-19 18:03:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('death',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811780142783754240,2753146444,Cleveland Online,2016-12-22 03:47:00,0.0,(),,,,,0.0,(),0.0,(),2.0,"('conviction', 'rape')",,,1.0,"('test',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812049403842326528,2753211010,Phoenix Daily News,2016-12-22 21:37:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812107591186841600,2537507303,El Paso Top News,2016-12-23 01:28:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,1.0,"('mayor',)",,,,,,,,,,,,,,,,,,,,,,
811516349881139200,2753146444,Cleveland Online,2016-12-21 10:19:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('crime',)",,,,,,,1.0,"('court',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812462096868839424,2547141851,Chicago Daily News,2016-12-24 00:57:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810725708725125120,2495567768,San Francisco Daily,2016-12-19 05:57:00,0.0,(),,,1.0,"('shoot',)",0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810792412188704768,3899481526,Syria Today,2016-12-19 10:22:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812513435305078784,2753146444,Cleveland Online,2016-12-24 04:21:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811307000000000000,2753146444,Cleveland Online,2016-12-20 20:28:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('market',)",,,1.0,"('islamic',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812042601654272000,2630842499,San Diego Daily,2016-12-22 21:10:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
810828540560244736,2484642526,Warfare Worldwide,2016-12-19 12:46:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('russian',)",,,,,,,,,,,,
811988739954196480,2752677905,New York City Today,2016-12-22 17:36:00,0.0,(),,,,,0.0,(),,,2.0,"('cop', 'robbery')",,,,,,,,,1.0,"('hunt',)",,,,,,,,,,,,,,,,,1.0,"('hunt',)",,,,,,,,,,,,,,,,,,
813057380497891328,2752677905,New York City Today,2016-12-25 16:22:00,0.0,(),,,,,1.0,"('winter',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811599417761468416,2753146444,Cleveland Online,2016-12-21 15:49:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
